id,question,choices,answerKey
Mercury_7056543,What should be added to soil to increase its water retention?,"{'text': ['pebbles', 'sand', 'rocks', 'clay'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2000_4_11,A rosebush and a bird are similar because they both,"{'text': ['are living organisms.', 'need to search for food.', 'make their own food.', 'are non-living organisms.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7219118,The mineral quartz naturally forms in various colors. Which difference in quartz formation results in the different colors?,"{'text': ['pressure at which the processes occurred', 'temperature at which the processes occurred', 'chemical impurities present as the processes occurred', 'amount of time passed since the processes occurred'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7043873,What happens to a moist air mass as it moves upward in the atmosphere?,"{'text': ['It becomes warmer and forms clouds.', 'It becomes cooler and forms clouds.', 'Its temperature remains the same.', 'Its temperature varies greatly.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7207060,Greenhouse gases in the atmosphere absorb infrared radiation from Earth's surface and re-radiates some of it back to Earth. Which of these gases have the most significant impact on the temperature of Earth's atmosphere?,"{'text': ['nitrogen and argon', 'oxygen and sulfur dioxide', 'carbon dioxide and water vapor', 'hydrochloric acid and hydrogen'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7090563,Volcanoes are considered constructive because they,"{'text': ['deposit lava.', 'cause erosion.', 'trigger earthquakes.', 'release gases.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_402623,What happens to sugar when it is combined with water?,"{'text': ['it separates', 'it dissolves', 'it floats to the top', 'it becomes warm'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_416138,Pesticides are chemicals that kill insects. What could happen if the pesticides killed all the pollinators near some apple trees?,"{'text': ['The trees could not make leaves.', 'The trees could not make flowers.', 'The trees could not make seeds.', 'The trees could not make bark.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_405510,Which statement describes the formation of a delta?,"{'text': ['A large mass of ice and snow accumulates.', 'A mound of sand is built by wind.', 'A low area of land is surrounded by mountains.', 'A mass of sediment is deposited at the mouth of a river.'], 'label': ['A', 'B', 'C', 'D']}",D
MDSA_2013_8_33,Hydrogen and oxygen combine to form water. The water in this reaction is described as,"{'text': ['an atom', 'a reactant', 'an element', 'a compound'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7271373,Which of these cell parts store genetic instructions for the entire organism and transfers them from one generation to the next?,"{'text': ['chloroplasts', 'mitochondria', 'DNA molecules', 'nuclear membranes'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_400629,Which list describes the particles that make up an atom?,"{'text': ['nucleus, electrons, and quarks', 'protons, neutron, and electrons', 'ionic bonds, covalent bonds, and ions', 'nucleus, electron cloud, and energy levels'], 'label': ['A', 'B', 'C', 'D']}",B
MEA_2010_8_9,Earth has a limited supply of fresh drinking water. Which method is used to recycle water for humans to use?,"{'text': ['bottling water', 'dam construction', 'collecting rainwater', 'wastewater treatment'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7217595,A plover bird eats bits of food that become stuck in a crocodile's teeth without being hurt. The crocodile gets its teeth cleaned and the bird gets food. Which type of relationship exists between the bird and the crocodile?,"{'text': ['mutualism', 'commensalism', 'parasitism', 'phototropism'], 'label': ['A', 'B', 'C', 'D']}",A
MEA_2010_8_6-v1,What can scientists learn about the past by studying sedimentary rocks?,"{'text': ['how a species changed over time', 'how animals made a shelter', 'the color of leaves on a plant', ""the number of chambers in a dinosaur's heart""], 'label': ['A', 'B', 'C', 'D']}",A
AKDE&ED_2008_8_39,A scientific explanation should include a demonstration of the relationships between,"{'text': ['measurement, form, and function.', 'changes, interactions, and formulas.', 'logic, evidence, and current knowledge.', 'hypothesis, problem solving, and lab equipment.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_406546,A plant that has traits identical to the parent plant provides evidence that the plant,"{'text': ['resulted from sexual reproduction.', 'resulted from asexual reproduction.', 'will develop many seeds.', 'will have large leaves.'], 'label': ['A', 'B', 'C', 'D']}",B
AKDE&ED_2012_8_15,Which property would best help a student determine if two substances are made of two different elements?,"{'text': ['mass', 'shape', 'density', 'volume'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_400610,Evidence of organisms that lived on Earth a long time ago would most likely be found in,"{'text': ['crystals.', 'lava.', 'sedimentary rock.', 'metamorphic rock.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_400532,Which type of energy does a radiator give off ?,"{'text': ['heat', 'light', 'solar', 'electrical'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2005_8_1,"While hiking through Granville State Forest, a student finds an unusual plant-like organism that appears to lack chlorophyll. When the student examines a sample using a microscope, he sees many cells with cell walls and no chloroplasts. This organism is most likely a member of what Kingdom?","{'text': ['Animalia', 'Eubacteria', 'Fungi', 'Protista'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_400620,"A student conducts an experiment to determine the effect soap has on the growth of radish seeds. He puts 30 seeds in three different dishes: one with water, one with a 1% soap solution, and one with a 10% soap solution. Which type of data should he collect?","{'text': ['size of seeds and amount of solution used', 'time of day and number of seeds germinated', 'type of detergent and amount of solution used', 'number of seeds germinated and average length of shoot'], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_8_2015_12,Which of the following statements best describes how the use of interchangeable parts has affected car manufacturing?,"{'text': ['The number of cars produced has decreased.', 'The need for custom manufacturing has increased.', 'The efficiency of manufacturing plants has increased.', 'The number of countries producing cars has decreased.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7234623,Which quantity must equal zero if a car is moving at a constant rate along a straight line?,"{'text': ['speed of the car', 'direction of the car', 'energy of the car', 'acceleration of the car'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7211260,Which widely used energy sources are nonrenewable and also a source of greenhouse gas emissions?,"{'text': ['wind turbines', 'hydroelectric dams', 'fossil fuels', 'solar cells'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2001_8_19,"Use the information below to answer the question. In solid fuel rockets, a fuel mixture is burned and once the mixture starts burning it cannot be stopped. In liquid fuel rockets, there is a tank of fuel and a tank of oxygen. The burning of the fuel can be stopped by preventing the flow of fuel and oxygen into the combustion chamber. Based on this information, which system is more highly developed in liquid fuel rockets than in solid fuel rockets?","{'text': ['propulsion', 'suspension', 'control', 'structure'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_SC_402117,"Some research has shown that the burning of fossil fuels contributes to an effect called global warming, which scientists believe is changing the chemical makeup of Earth's atmosphere. Use of which invention would help lower this effect?","{'text': ['electric car', 'digital camera', 'high-speed Internet', 'battery-powered radio'], 'label': ['A', 'B', 'C', 'D']}",A
TIMSS_2007_8_pg29,Which food contains the highest percentage of protein?,"{'text': ['rice', 'dates', 'carrots', 'chicken'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_401126,"When conducting an investigation involving an open flame, it is most important to","{'text': ['turn out the lights to see better.', 'smell the product that is being burned.', 'work near the sink to put out possible fires.', 'wear appropriate protective clothing and eyewear.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7267488,"In ecosystems where people live, which of the following are most likely to cause an increase in diseases transmitted by water?","{'text': ['floods', 'blizzards', 'hailstorms', 'avalanches'], 'label': ['A', 'B', 'C', 'D']}",A
OHAT_2010_8_29,Aphids are small insects that sometimes live near ants. The ants protect the aphids from predators. The aphids produce a sweet substance that the ants eat. Which statement describes the relationship between ants and aphids?,"{'text': ['Both ants and aphids benefit.', 'Both ants and aphids are unaffected.', 'The ants benefit and the aphids are harmed.', 'The aphids benefit and the ants are unaffected.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7132370,Soil will pack down over time which decreases the ability of the soil to hold water. Which animals would best help the soil hold water?,"{'text': ['earthworms making tunnels under the surface', 'cattle making depressions with their hooves', 'horses making trenches when they gallop', 'sheep pulling up plants by their roots'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7162803,"At an archaeological dig site, scientists, volunteers, and students collect items used by people living hundreds of years ago. To determine the history of the different people who may have lived at the site, which is the best method to classify the recovered items?","{'text': ['by the type of item', 'by the size of the item', 'by the person who located the item', 'by the soil layer where the item was found'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7026530,"It is hypothesized that in the next 200 years, the lowest land areas on Earth could be submerged beneath rising oceans. Which climate change would most likely cause this to occur?","{'text': ['global warming', 'decreased winds', 'the start of an ice age', 'increased desertification'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2012_8_23653,"Miriam notices when she goes to the beach that sometimes the water rises as high as the pier. At other times of the day, the water barely covers the pillars under the pier. These differences in water level are primarily due to the gravitational influence of which of the following?","{'text': ['the Sun', 'the Moon', 'asteroids', 'comets'], 'label': ['A', 'B', 'C', 'D']}",B
CSZ_2009_8_CSZ30585,Copper (Cu) reacts with oxygen (O) to form copper oxide (CuO). The properties of CuO are most likely,"{'text': ['different from copper or oxygen.', 'similar to both copper and oxygen.', 'similar only to copper.', 'similar only to oxygen.'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_8_2014_13,Carbon dioxide produced by cells is removed from the body primarily by which body system?,"{'text': ['digestive', 'excretory', 'immune', 'respiratory'], 'label': ['A', 'B', 'C', 'D']}",D
